"DHSCLUST","LONGNUM","LATNUM","ALT","EVI","LSTD","LSTN","NLIGHT","POPDEN","RDIST","RFALL","WDIST","URBAN_RURA","GRUMP","LCType"
11,7.431838,9.119989,0.854151801904365,-0.354606341020852,0.0583329122088501,-0.220546763934441,1.76558119078166,-0.218019102115298,-0.139923104027421,0.302740626656691,-0.397468134858371,"R",1,"crop"
12,7.247781,7.62706,0.726236916310891,1.76767046512771,-1.53992423667679,-1.0525272378566,-0.877833920491156,-0.337604178578016,-0.508445440463963,-0.37566336013891,0.362170421831706,"U",2,"grass"
13,6.166906,8.220897,0.546052487990202,1.72994794259268,-0.823355913478345,0.0970423356542181,-0.877833920491156,-0.354316335651827,-0.0737605359626257,-0.563327984285874,0.754414367832853,"R",1,"grass"
14,7.702293,7.30694,0.58279815612616,1.00376688369833,-1.53863340400443,-0.836218245098108,-0.877833920491156,-0.315529065953772,-0.997474978994446,-0.272200354001583,0.76199915860584,"R",1,"crop"
15,6.230748,7.574197,0.573679671273488,0.497506980806906,-0.616908154533354,0.924284947917829,1.35883298971016,0.00124150370659537,0.26194859822906,-0.717748132453778,0.534117503616615,"R",1,"crop"
16,6.732921,7.807597,-0.210470668600927,-0.287185669917354,0.0132085701031037,0.243157180326155,1.46475359209097,-0.10063857790338,0.323549827188907,-0.569009803217744,-0.0555996888381083,"R",1,"crop"
17,6.24351,7.549979,0.658491366233539,-0.695942588621985,-0.262588721508365,0.507451352655353,1.30597382692666,0.890394931194833,-0.0636717038319755,-0.709656752951161,0.611341009959917,"R",2,"crop"
18,6.713347,7.571542,-0.986968172618691,0.679038461510328,-1.22611769884322,-0.686239603097399,-0.874971854049995,-0.263146027392542,0.975682839615795,-0.586722033071052,-0.383435311962169,"R",1,"crop"
19,4.41278,8.398275,0.618072562453542,0.48448985833212,0.510017170870413,-0.637668609405474,-0.79829282667064,-0.322455696136128,0.900583480668922,-0.924312703901973,0.626231134541916,"R",1,"crop"
20,4.806814,8.843017,0.103619358276515,0.995795595844776,-0.641248109583087,-0.124234828811615,-0.877833920491156,-0.35785684464625,0.339517100782943,-0.685006174305585,-0.627301199334446,"R",1,"grass"
21,4.800638,8.729697,0.496305346376879,0.876978067636133,-0.585625794356863,-0.335691527024781,-0.877833920491156,-0.358202974152289,1.00189323081302,-0.724208005281485,0.541427333535516,"U",2,"urban"
22,4.54455,8.483042,0.480235418590622,-1.6277944373992,2.78847650026705,0.555498572324688,1.78656328071201,0.30401470926434,0.134587304612093,-0.867684062568372,-0.248462391172154,"R",1,"crop"
23,5.101331,8.131064,0.939275112678974,0.609441204041429,0.42803035352723,-1.31561493386047,1.1020372393454,-0.194467705928637,-0.190410734161372,-0.735983222302707,0.0778645037338533,"U",1,"crop"
24,8.29228,8.190134,0.200644952902329,1.15642092116431,-0.276732986292231,0.32363296327253,-0.877833920491156,-0.35137296399611,-0.466912752286789,-0.0723526563618266,0.950926357165398,"U",2,"crop"
25,8.331702,8.592569,-0.208909580828879,1.22231418482743,-0.595846288435375,-0.899753875830587,-0.877833920491156,-0.346462856741004,0.567938228574361,0.212255631452246,-0.359762697643046,"R",1,"crop"
26,8.708215,8.445215,0.218932604839284,0.914023807442733,NA,0.606425098510662,-0.877833920491156,-0.237336839020593,-0.679098683565759,0.137758066085715,0.828093442368235,"R",1,"crop"
27,8.619322,8.943237,0.675769001355975,0.854067683573491,-0.154283923302911,-0.749106608149286,0.313308365787658,-0.329975020987014,0.397944049725805,0.793665082512286,0.186895591255001,"R",1,"crop"
28,4.475289,10.31798,-0.0302410068316436,-0.73344146544094,-0.320605752322728,1.25903436564854,-0.877833920491156,-0.349098546631452,0.742379561297269,-0.347729875262397,-4.32664778239683,"U",2,"crop"
29,6.388657,9.31313,-0.00861618952758052,1.24328402351275,-0.159633875502953,1.27399350561042,-0.877833920491156,-0.3557582015292,0.81831433220339,-0.101524440633484,0.360594921898611,"R",1,"crop"
30,5.857228,9.37309,-0.473878972799135,0.173381315527324,-0.635515056106684,1.48125954723737,-0.877833920491156,-0.353464822529392,0.641053929382992,-0.176690376361915,-0.160721792821074,"R",1,"crop"
31,4.903465,10.189917,0.260513356994548,0.394060061201412,0.57590942915037,0.865529968126446,-0.877833920491156,-0.35666184078779,0.344019115723112,-0.206887693089318,-2.64636579098304,"R",1,"crop"
32,7.136373,9.618284,0.910260077641031,0.74500831793002,-0.662236694265423,-0.497508531212434,-0.877833920491156,-0.342137871330985,0.794564101866056,0.256184460682238,0.222421539068647,"R",1,"crop"
33,6.853399,10.236503,0.805011324832892,0.751277412353655,-0.505375445182797,-0.571035514859897,-0.877833920491156,-0.351307663882488,1.44586490755391,0.132309704323953,-0.500121452752921,"R",1,"crop"
34,6.533614,9.597524,0.288853644071624,-0.400324034643834,0.888087422248037,1.119841920251,1.69276885632995,0.254995406970933,-2.55126701841707,0.0127473187712032,0.775050744264806,"R",1,"crop"
35,9.578892,9.339002,1.25714308358719,0.71002376661017,-0.97734180658193,-1.00874767114227,-0.877833920491156,-0.349419973785294,0.148041274691299,-0.0316612216935614,0.768731398120736,"R",1,"crop"
36,8.734232,9.621903,1.56018773736074,-0.0107530146235186,-0.791237982106468,-2.89288976744558,-0.877833920491156,-0.326305734946702,-0.93607486353947,0.336596990457857,-0.301252513828079,"R",1,"grass"
37,8.856895,9.937338,1.51802826271422,-0.380006726800642,-0.123082535115743,-1.86984634385135,1.47240523425357,0.113903164534681,0.404659836865983,0.204954295007163,-0.145404944243365,"R",1,"crop"
38,8.890752,9.89475,1.5631770557392,-0.60245409463681,0.335573997388507,-2.23279376440009,1.47627342714628,0.302614650267475,0.0620834950023661,0.189206548627194,0.0959851683917081,"R",1,"crop"
39,9.443204,9.314392,1.56930631149312,0.0134662820871133,-0.584600064973733,-2.67016905642576,-0.229332528628551,-0.286235723489461,0.485256956833172,0.0311419614390906,0.614137765027618,"R",2,"crop"
40,8.651635,9.822045,1.47481299269634,1.44493504163601,-0.790967387744197,-1.97460307373666,0.427992049600924,-0.334103785687329,0.678511857135046,0.372568842361998,-0.333423839003456,"R",2,"grass"
41,11.996187,8.557235,0.870915921494805,0.69749797459384,0.00340686895595054,0.33569398464293,-0.877833920491156,-0.348179662350621,0.0783482116998123,0.111867329975088,0.0900906392690217,"R",1,"crop"
42,11.855174,9.673816,0.206422096768463,-0.0833478326975567,1.08079656607501,1.40639161807889,-0.697053592928969,-0.337788436263879,0.821999930061891,-0.266805527330009,-1.47688284468744,"R",2,"grass"
43,13.491655,10.788272,0.989070032566839,0.920519184438111,0.392811775176287,-0.0522589487203363,-0.877833920491156,-0.348476284173333,0.87747131541519,-0.485612154890091,0.747037218147867,"R",1,"crop"
44,13.299291,10.324478,0.982915588163139,0.160330424808296,0.0499147690597843,0.058638899164637,-0.873810559907297,-0.329312843467191,-0.0404295226886887,-0.349632916248035,-0.0655230191386155,"U",2,"urban"
45,12.44966,9.945494,1.06218144673646,0.141833846031165,-0.390723913374895,-0.285561173745625,-0.877833920491156,-0.358077422894586,0.0100841567471477,-0.282642460073678,0.975196402467413,"U",2,"urban"
46,13.384483,10.621779,0.914722279323101,-0.0991831621676725,0.646857866614868,0.0625862201836382,0.583406755976511,-0.190547872891747,-2.55126701841707,-0.414659626918522,-0.0144170649662687,"U",2,"urban"
47,12.439493,9.220901,0.0592429710673108,0.0284330873248744,1.43859005967411,1.74726144589644,0.750094806613446,-0.21384973897044,0.238794515304222,-0.18011861385062,-0.817315363888935,"U",2,"urban"
48,10.791508,11.494958,0.823216091024699,-0.680031923654299,-0.0185020357655094,0.884179780164397,-0.877833920491156,-0.352894158948801,0.63584669675397,-0.713053409130988,1.00672745198584,"U",2,"urban"
49,10.810898,11.842771,0.686991084556228,-0.643342359617919,1.22672415277954,1.37242009479541,-0.877833920491156,-0.335522716338451,0.614046881778243,-0.891027319253654,-0.0608457765211582,"U",2,"urban"
50,10.245409,11.587013,0.786331843446975,-0.769756909029884,1.07525162114315,0.795975171244019,-0.877833920491156,-0.255042582318908,-0.376969697054478,-0.556569817475135,0.83069551354858,"U",2,"urban"
51,10.236059,11.724402,0.695621121221087,-0.348041320203196,1.17035797617794,1.03454798405084,-0.877833920491156,-0.352163590712105,0.993317708949458,-0.609364335682137,0.758208071390786,"U",2,"grass"
52,9.390048,11.232544,0.822147075255747,0.101156680120816,0.655024390488591,0.43928868667154,-0.877833920491156,-0.34473713254237,0.255245946253993,-0.315561766194776,-0.738401396187483,"U",2,"grass"
53,9.900244,11.448887,0.733847601622263,0.0272077943294869,0.748240142320055,0.535741397832733,-0.877833920491156,-0.259698132141849,-1.13443028042578,-0.454805295286239,0.357637677329342,"U",2,"urban"
54,9.672988,10.35295,1.03479440809914,0.83205278288516,0.614677902447123,-0.103265580203912,-0.877833920491156,-0.353710193555558,1.18173731035969,-0.20871390280276,-0.051305825837574,"U",2,"grass"
55,10.208769,10.324984,0.821308604117632,0.487038474411044,0.419693753020686,1.15556898370069,-0.877833920491156,-0.356205236659786,1.24421342902983,-0.318711221032624,-3.16973465895924,"U",2,"crop"
56,10.611783,11.466238,0.706195235634636,-0.129234756397387,1.13115558802802,0.654677572512119,-0.877833911758521,-0.318619265110451,-1.06687192775989,-0.648103375628375,-0.506815795817001,"U",2,"urban"
57,12.917827,10.640084,0.823820059599445,0.215678242598787,0.811314301524323,0.320437523385404,-0.360075156249457,-0.3317078531136,-0.776423984949613,-0.526173320314018,0.199106795759685,"U",2,"grass"
58,12.802034,10.902442,0.799477073033788,0.690928357769045,0.805856384695777,0.276024274956491,-0.877833920491156,-0.353381399282062,0.684709027507217,-0.64354502476218,1.04468611503548,"U",2,"grass"
59,13.282003,12.972669,0.482208169817442,-0.0285250162270749,2.76891525591445,1.74207924618408,-0.877833920491156,-0.358267856017398,0.914194994677391,-1.73612180364911,0.153605806734516,"R",1,"crop"
60,14.37509,12.157663,0.475113679804471,-0.440153252139644,1.92595436003622,1.63708941722969,-0.877833920491156,-0.356352902862074,1.14280709253962,-1.43128963287524,-0.115551797734599,"R",1,"crop"
61,13.623833,12.047764,0.48947578566256,-0.313568651050183,1.38451391313861,1.48804286444214,-0.877833920491156,-0.354364458919539,1.25181301740801,-1.30924708067209,-4.32664778239683,"R",1,"crop"
62,13.188141,12.421884,0.496593651213369,-0.505254719983463,1.79001157027529,1.55833905976442,-0.877833920491156,-0.355906880302107,-0.13713449456433,-1.48012343612886,0.977224563706801,"R",2,"crop"
63,13.186672,12.824601,0.481307745628455,-0.225468094396801,2.53222280632338,1.61730445027487,-0.877833920491156,-0.324485878378415,0.161722018059038,-1.67246461669146,1.24898488222338,"U",1,"crop"
64,12.468787,12.478131,0.575481638502973,0.173450042440981,1.8678840200579,1.05699368789959,-0.877833920491156,-0.359511037927717,0.610775408802103,-1.51880419355727,1.04323394804192,"R",2,"crop"
65,13.126814,11.816776,0.562482655034191,-1.52404668045819,1.86714143532915,1.18657684390181,1.25299370602849,0.396042400163227,0.373464158188594,-1.15366836742258,-1.63877731916065,"U",1,"crop"
66,11.357814,9.623815,0.866875078654728,0.421101401140544,0.0949240986232343,0.789872832182745,-0.877833920491156,-0.326258064532773,0.315813709758244,-0.220083572429354,0.209194338652542,"R",2,"grass"
67,10.687318,10.927322,0.507915511987461,-0.808050286838361,0.39118591198008,1.73640491663187,-0.877833920491156,-0.350700181152564,0.494398188435451,-0.518775584193057,-4.32664778239683,"R",1,"crop"
68,10.965113,10.426164,0.897211284662655,-0.694173387399841,0.747905331589925,1.14567542241428,-0.877833920491156,-0.352457509993866,0.749798968694128,-0.404025989873852,0.0367201994997547,"R",1,"crop"
69,11.264428,10.091919,0.711657267663289,0.687141339459697,0.929616771118658,0.809246662909167,-0.877833920491156,-0.352980375933645,1.14860240753772,-0.352983735277543,0.0579293891009651,"R",1,"crop"
70,11.19457,10.285392,0.793484765165828,-0.950161313058949,1.26373249646296,0.539899334652047,1.54150966285755,0.372998037463371,-0.386672876940983,-0.387449284842771,0.163417225276207,"R",1,"grass"
71,10.493168,8.132177,0.235779593027285,1.20557706703827,-0.371672334473624,1.09713703773532,-0.877833920491156,-0.358176575016926,-0.459345557186744,0.0777288121798376,0.327522051389866,"R",2,"grass"
72,9.793967,8.273705,-0.388220820704007,-0.411082092019458,-1.19489522707944,0.534751394088883,-0.877833920491156,-0.358365847640366,1.11763801781141,-0.0482562389380572,0.201497710229484,"U",1,"crop"
73,11.196942,6.542209,1.77165809578714,1.63740898635895,-2.21966708626638,-4.56236633823349,-0.877833920491156,-0.341625721986662,1.20743509136659,0.754447403534679,0.189530573547026,"R",1,"crop"
74,9.892506,7.713728,-0.0233766788237831,0.895451033642218,-0.282393350726871,0.883203055491944,-0.877833920491156,-0.296448066874065,-0.696848782542751,0.123697432938978,-0.635192247565869,"U",1,"crop"
75,9.780477,7.865301,0.108352186469496,-0.137634180777684,NA,0.251838029054551,0.86454134270729,-0.195997441053931,-2.55126701841707,0.0599560218344859,0.424195754327542,"R",1,"crop"
76,11.421082,11.070566,0.392735566270024,-0.540681547742816,0.839348070381191,1.68248126441496,-0.877833920491156,-0.350271832987859,0.772535172224939,-0.720913927951923,-4.32664778239683,"R",1,"crop"
77,12.161721,11.355929,0.780957267042921,-0.129220413871056,1.0063117362797,0.716266132204001,-0.877833920491156,-0.350963171794935,0.296136244684666,-0.867133477186273,-0.444908665918986,"R",1,"crop"
78,10.619727,13.017313,0.593577557252739,-0.510602474953513,1.70698150433856,1.30009787791715,-0.877833920491156,-0.352952166458537,-0.0917625364124655,-1.6211764368827,-0.0678954167430941,"R",1,"grass"
79,11.240271,13.191671,0.579251207617109,-1.00887216200209,1.97991220609449,1.34415702553562,-0.877833920491156,-0.357395383460875,0.216630283414677,-1.87493433613372,0.930191060316609,"R",1,"grass"
80,10.461124,12.874771,0.607931815279835,-1.27139667427116,0.996691663073441,1.23840364402275,0.635595149218344,0.0120940101896441,-2.55126701841707,-1.49722064533126,-1.43434974590594,"R",1,"crop"
81,9.452337,11.418123,0.763162429990323,-0.347944780765738,0.36339062462282,0.352873702527291,-0.779449447560815,-0.322323364557436,0.795213173468549,-0.390039569820197,-1.17424490736101,"R",1,"grass"
82,9.887757,11.146026,0.833957134431893,-0.287422805865711,0.770824441761696,0.504684153014462,-0.877833920491156,-0.327819833389585,0.374915572455542,-0.382633782711852,-0.699000259154945,"R",2,"crop"
83,10.131081,12.294818,0.632356242923693,-0.783779865799825,1.19642792957692,1.56812053613956,-0.877833920491156,-0.285309112845698,-1.4842026121778,-0.895390465235773,-0.180567439461857,"U",1,"grass"
84,9.888696,12.589549,0.627007619628497,-0.7361110943099,1.30107375995738,1.36252586360238,-0.0559273401917186,-0.330257030407377,-0.190969076999786,-1.05622360059603,0.712684831330831,"R",1,"grass"
85,6.210254,10.572324,0.685287459998999,1.19315162191668,0.0416940890079813,0.642166867828188,-0.877833920491156,-0.35621754982636,0.283369466214441,0.0503470035162009,-0.139546150362262,"R",1,"grass"
86,7.955414,11.359338,1.11696375070213,0.27018575926316,-0.484264408105001,-0.221991272202313,-0.605216443355388,-0.312068113209825,-0.629868503383272,-0.221557737567784,0.550113021507103,"R",1,"grass"
87,7.836212,10.266653,1.16703138704665,0.623476194527465,-0.53315907957081,-0.469982484151506,-0.877833920491156,-0.304104920192385,-1.26067305196419,0.300556100645668,0.58744147250296,"R",1,"crop"
