"DHSCLUST","LONGNUM","LATNUM","arabiensis_crop","EVI_Sept_2011_crop","GHA_alt_crop","GHA_popden14_crop","GHA_Roaddist_crop","GHA_waterdist_crop","LC_2011_crop","LST_Day_crop","LST_Night_crop","Nightlights_crop","Rainfall_Sept11_crop","URBAN_RURA","LCType","GRUMP"
12,-2.237646,7.223636,-0.388743234093313,-0.0132729613905026,0.80634956040729,1.34562347176737,0.102472026624171,0.18704373640039,0,-0.614902274435017,-0.1353550688699,-0.138917303616056,1.48334317234972,"U","crop",2
13,-2.783464,7.225835,-0.293835927895586,1.327986903532,0.84449066301256,0.598204802827279,-0.00702421740747985,0.67060486452763,0,-0.544475965501436,-0.712439044287464,-0.630045149007165,0.415240974433991,"U","crop",1
14,-2.419952,9.49535,-0.00393491063669243,0.240494337322452,0.916420849158222,0.844487522527568,-0.562988021904659,0.868492602761836,0,0.0514804190198975,0.693928819784907,0.0233020445770158,0.00148416757109302,"U","grass",1
15,-2.792227,6.925463,-2.21039081303012,0.241371733479213,0.64136878639191,-0.951350069103159,1.00908708030529,0.816405171224698,0,-1.5376784045243,0.187876878160673,-0.898992438333309,0.359337562111539,"R","crop",1
16,-0.700474,5.94169,-0.778053734414945,1.11606010262944,0.790221818155369,-0.772092799432933,1.01328842701219,-0.177557827718543,1,-0.60375721969016,0.0298558671054848,-0.79682336045517,-0.142623662557279,"R","crop",1
17,-2.691144,7.943569,0.186388086946679,-1.10721234199617,0.984896802206655,-0.19095873587432,-0.880707994361136,0.47514408737389,0,-0.904191559645809,-0.299351272258495,0.047502403320189,0.574140238188894,"U","crop",2
18,0.489497,7.136724,0.135255010512929,0.598441162863166,0.494771851788439,-0.599551526160662,0.194127766770838,0.350523858708534,0,0.868745637555295,0.242421868691361,-0.588686770304079,0.321189666875788,"R","crop",2
19,-1.100463,6.584725,-0.997172060998597,0.619737237014915,0.589237401320781,-1.09836314303441,-0.256987649807425,-1.59048443418593,0,-0.931047195886003,-0.297153606452487,-0.597070128409688,0.229387855249423,"R","crop",1
20,-0.190803,10.970069,0.741081818829764,0.787707248551114,0.624818548811359,-0.513159420981048,-0.176764637314178,0.341719875475021,1,1.10547775105886,2.20038922966598,-0.881654068010524,0.601064862115691,"R","crop",1
21,-0.526861,8.463161,0.516278805543771,-0.350041125374369,0.307684401638173,-0.610863422762989,-0.144984607605776,1.03684918467359,0,-0.940835815582941,0.127587091201871,-0.840368688900608,1.53455525599132,"R","grass",1
22,-2.841378,10.512106,0.704816743042118,-0.750472574973479,0.772900024620731,-0.755945838538406,0.237281524965656,-0.121273515137868,0,1.32925522988971,1.9114554606722,-0.84580670670246,0.142188371542823,"R","crop",1
23,-2.575391,7.431939,-0.104383478311311,1.90678273088092,0.954259898865263,1.25883649703449,-0.120120343759944,-0.182411513654604,0,-1.35237514350066,-0.40618927768422,0.276039233305844,0.681755859583057,"U","crop",2
24,-1.388365,10.525542,0.6872381984766,0.235377704629415,0.45928790941217,-0.909704604068439,-1.35754455794954,0.588573524418656,0,0.51442082326248,1.46810316608437,-0.898764265720437,-0.380069438054446,"R","crop",1
25,-0.636008,5.593991,0.174334133350535,0.224963115649819,-0.768524623093943,0.0169420556772705,-0.853234072596261,-0.707954417592651,0,0.382748988803295,-1.48626729222399,-0.180100548319157,-1.34346009398958,"U","crop",1
26,-0.523012,5.902272,-0.204463316382742,0.962420012041109,0.750105887961569,-0.936385587353037,0.729096953039276,0.235796124987924,0,-0.106100022909684,-0.323678209189144,-0.866671465918588,-0.331101691154155,"R","crop",1
27,-0.203981,8.47173,0.649580992677391,-0.56772219930665,0.058263613314066,-1.05916077632147,0.184300365293134,-2.72916263784014,0,-1.028882095692,-0.145781972872778,-0.845420608785899,1.63344831777081,"R","grass",1
28,-0.145988,5.74859,0.401334864691207,-0.46420872220375,-0.51145535641436,-0.534734481983897,-0.781841292746537,1.15609286733331,0,2.37216750451089,-0.223216553661251,1.30019661826836,-1.253780729256,"R","grass",2
29,-1.214181,6.620168,-0.595715816363205,0.512199013450655,0.673368964201367,1.47916466231919,-0.847826651493665,-1.86010585093482,1,-0.531565411072161,-2.2638550447286,1.31612373066028,0.418368453087749,"U","urban",2
30,-1.654097,7.489446,-0.146170429760446,-1.05241451508159,0.598365862003191,-0.987060443654078,-1.31132383071345,0.156602384281557,0,-0.699522385954188,-0.89357143863986,-0.845996081297175,0.957557640598328,"R","crop",1
31,0.008698,8.101186,0.581081405455104,0.712848580811032,0.0681083999614011,-1.09323776207716,0.784599896499534,0.438350036770197,1,-0.718327999607709,0.640313592867003,-0.945230213803416,1.69038598637719,"R","crop",1
32,0.955204,6.140651,0.649783713075213,-0.317097123499379,-1.68162055617402,-0.449713255975724,1.51635434155438,-2.42911206043996,0,0.845155623204172,0.276962818168694,-0.840867746067585,-1.47033902838666,"R","grass",1
33,-0.857472,6.445297,-3.07534612338728,0.0850917588641621,0.659259182134063,-0.836104382249538,0.832847439855007,0.373253967386852,0,-0.564026540247784,-0.24016005288349,-0.842153451732361,-0.130783028258867,"R","crop",1
34,-0.002787,6.922908,0.267911539211558,-0.0329128732739633,-0.276023988774452,-0.832058655052607,2.00732877074096,0.239010677502048,0,-1.00542285619696,0.0224556178092847,-0.958028775529044,0.12093266453323,"R","grass",1
