"DHSCLUST","LONGNUM","LATNUM","ALT","EVI","LSTD","LSTN","NLIGHT","POPDEN","RDIST","RFALL","WDIST","GRUMP","LCType","URBAN_RURA"
88,-1.031602,13.286344,0.644032351988016,-1.20957353628931,0.458948187514073,0.34408648473678,-0.526848632501924,-0.471968708728252,0.708188419876856,-0.81122529277858,0.356844706260462,1,"crop","R"
89,-1.056743,13.246273,0.299292257243029,-1.26122935995175,0.0584286250304227,0.441260046680703,-0.526848632501924,-0.473661067911096,0.709525473881017,-0.724666845874661,0.422016133669604,1,"grass","R"
90,-1.085705,13.096347,0.91650620191869,-1.13541283161327,0.805227059111286,0.864492617792177,1.59421459001433,1.80908575157956,0.216249597487871,-0.4851916687925,0.808503119447085,2,"grass","U"
91,-1.06723,13.14573,0.723791772497525,-0.772968687566524,1.61097733879657,0.903509792760104,-0.526848632501924,-0.348411574368617,0.428105411484009,-0.568524738925313,0.705174631387103,1,"grass","R"
92,-1.29899,12.893207,0.538314798357952,0.24090087628029,1.17016186432267,0.862759036222321,-0.526848632501924,-0.340548441907993,0.747976478293664,-0.384330797664276,0.662442371597769,1,"crop","R"
93,-1.344461,13.093998,0.532553114851783,-0.724048764287724,1.01353538587112,1.00454347248348,-0.526848632501924,-0.435063244336359,0.64965349641944,-0.505405767969109,0.456622395265041,1,"grass","R"
94,-0.989264,12.838937,-0.20769410475753,-0.726577824884045,0.835896652843549,0.924390928259472,-0.526848632501924,-0.255065389262552,0.571316857168728,-0.364082321205338,0.0928310513091882,1,"grass","R"
95,-0.829985,12.991792,0.227749852104855,0.165909323798928,-0.22781417529141,-0.603814188697874,-0.526848632501924,-0.425362229676117,0.428301513468581,-0.530131429858239,0.546678848923943,1,"crop","R"
96,-0.828219,13.199271,-0.208813073434176,-0.164760616151837,-0.10141783906692,0.628047597419995,-0.526848632501924,-0.425362229676117,0.32380711589643,-0.771209916885825,0.741473223919365,1,"crop","R"
97,-0.891666,12.789097,0.159702213916975,-1.33039384667575,0.297483141172704,0.53951096868025,-0.526848632501924,-0.416956173093282,0.324050725122381,-0.347484029103737,-0.238433144329263,1,"grass","R"
98,-2.078214,12.370217,0.116547253159551,0.313202537853755,-0.0403130124922544,-0.666675982265584,-0.526848632501924,-0.438853623172011,-1.87124843763736,-0.0741501024242888,0.213525088925502,1,"crop","R"
99,-2.392935,12.346614,-0.163774644840502,-0.0870848311565314,-0.10380984813562,-0.919864377781541,-0.526848632501924,-0.261758090970323,0.862542070797045,-0.0809408457813749,0.426738026290992,1,"crop","R"
100,-2.359598,12.275075,-0.0644007907004815,-0.883629136986162,0.370161984626453,-0.804490560257118,1.75605085533488,1.84875456199193,0.2172398974805,-0.0362164238970222,0.676912251196063,2,"crop","U"
101,-2.387068,12.254841,0.146351253778982,-1.51721652423758,0.934680910087459,-0.419256704411612,2.07387132849788,1.74888412942211,-1.87124843763736,-0.0363429703086702,0.709652983544073,2,"urban","U"
102,-2.165725,12.685476,-0.31595815201085,-0.16258681928546,0.0175623874010427,-0.432308534813423,-0.526848632501924,-0.362300424910464,-1.87124843763736,-0.379817215945976,-0.0940303766031651,1,"grass","R"
103,-2.131944,12.211358,0.785242181443403,0.100827092701568,-0.541220581747909,-0.423619692733046,-0.526848632501924,-0.119011034579415,0.219574134946433,0.0727213670204705,0.213785392197225,2,"crop","R"
104,-2.074025,12.137171,0.25239482370491,0.613049725346212,-0.403519670048134,-0.709402411914413,-0.526848632501924,-0.225553754142924,0.219574134946433,0.12946783930826,-3.0433531275994,1,"crop","R"
105,-2.121027,11.992804,0.780530386773013,0.871465837551333,-0.163439286803643,-0.837302895737173,-0.526848632501924,-0.648196998748022,0.891468369675738,0.216039740003768,0.42577848112301,1,"crop","R"
106,-2.512087,12.810605,-0.458047588277369,0.264821846305125,0.396303623162059,0.661983780441292,-0.526848632501924,-0.312526755764678,0.643496142970097,-0.531537517089371,-0.238460269306455,1,"crop","R"
107,-2.653286,11.888232,-0.737031915647189,1.23653417322387,-0.290713971736209,0.517555623592011,-0.526848632501924,-0.480628982183014,0.748577371132889,0.239629489289226,-0.237022605996117,1,"crop","R"
108,-2.493548,12.205949,-0.148749648124541,-0.839849502525843,0.628099550541734,0.263151894531017,-0.526848632501924,-0.491995432178077,-1.87124843763736,-0.0428784233540792,0.567676829043572,1,"crop","R"
109,-2.763446,11.960061,-0.291237266070542,0.73343831830047,1.05555032290775,-0.0507438526559815,-0.526848632501924,-0.639451575652971,0.641522787265489,0.202316392683739,0.42577848112301,1,"crop","R"
110,-1.60099,11.056014,-0.428611452437824,1.50886716703637,-0.963151995104499,-1.42535722349931,-0.526848632501924,-0.682150234503153,0.218579448379435,1.01892850672461,0.576811094950509,1,"grass","R"
111,-2.097794,11.102745,1.08251916260274,-0.120843417962617,-0.790318461175635,-2.0022814182544,1.27364934688731,2.60514075532648,-1.87124843763736,0.890021144384089,0.191918671379925,2,"crop","U"
112,-2.316137,11.818924,0.151583032934814,1.02444865687203,0.143971666676346,-0.177399874648372,-0.526848632501924,-0.637173168329839,0.716006008804856,0.27477478013288,0.476261516529268,1,"crop","R"
113,-2.298615,11.468408,0.545367482743803,0.92032032085121,-1.12411256594079,-0.893128936226271,-0.526848632501924,-0.48756224383582,0.892042736472457,0.541828736292221,-0.0930979956989937,1,"crop","R"
114,-1.803462,11.807314,0.124018482688334,0.696256887465718,-1.40375377603567,-0.63189818529142,-0.526848632501924,-0.469639518158941,0.641691222532889,0.374462389468953,0.335035987776047,1,"crop","R"
115,-2.064225,11.419058,0.0902125084911556,1.38569048969464,-1.68918638847527,-0.931387195889808,-0.526848632501924,-0.499176518355289,0.839308914744704,0.614240224925896,-0.0930619192857746,1,"crop","R"
116,-1.831869,11.55974,0.963949033415187,1.58759203705597,-1.39131688382059,-2.07172695654134,-0.526848632501924,-0.52037735745923,0.800451157850303,0.568923580757522,0.569131018176972,1,"crop","R"
117,-1.073997,12.076544,-0.581544912240048,0.761332901561588,-0.581444815700112,0.835611266233649,-0.526848632501924,-0.479543718232013,1.09867084415194,0.232794793966873,0.0502253835488845,1,"crop","R"
118,-1.96583,11.992935,0.501715748712069,0.541392681309513,-0.901767950062139,0.00435477026839472,-0.526848632501924,-0.429849004324249,0.555500545591839,0.237108638243488,0.567810382060973,1,"crop","R"
119,-1.295763,12.001179,0.0623894322764303,0.533403038753039,-1.32129379634827,-0.649642592401797,-0.526848632501924,-0.297472025660773,-1.87124843763736,0.365667169563935,0.426738026204648,1,"crop","R"
120,-1.316252,12.082707,0.345216286343301,0.158546329692119,-0.878853039791574,-0.597406860393535,0.649950007467563,-0.297472025660773,0.463921136620827,0.286666275706566,-0.0935557173292682,2,"crop","U"
122,-1.243051,11.925923,0.0257384675037313,0.510418315849734,-0.511878974114465,0.377575526784909,-0.526848632501924,-0.378658697526384,0.641560406557734,0.436398795691476,-0.237072956347596,1,"crop","R"
123,-1.390102,11.411188,0.127514291463576,1.23676234250271,0.207402933941749,-0.408258958493853,-0.526848632501924,-0.579237450695553,0.464526177639998,0.839226676829094,0.425576518206733,1,"crop","R"
124,-1.138582,11.158689,0.323708416775157,1.25012436190311,-0.179062951073652,-0.229053379995232,1.1989101961112,0.452498163924847,0.218474757498942,0.815145891724559,0.191877655666866,2,"crop","U"
125,-1.138971,11.1697,0.425611411691771,0.661005948331523,0.176291752615717,-0.432190603955949,1.26199168163042,1.81363910625684,-1.87124843763736,0.810850719461512,0.0948685625686027,2,"urban","U"
126,-1.18998,11.142909,0.265629243736911,1.21366995554954,0.312040357492398,0.399445180750777,-0.526848632501924,-0.671800174532933,0.6774060123635,0.867764111855793,0.0502253835488845,1,"crop","R"
127,-0.951607,11.095196,-0.781580525922157,0.400344788925298,1.38193042979422,0.332768209713143,-0.526848632501924,0.100773861425696,-1.87124843763736,0.673139742375486,0.547238562725421,1,"crop","R"
128,-0.832548,11.004806,-1.90693946776809,-0.243267466539239,1.85501583490556,1.16670558282459,-0.526848632501924,-0.132998341180414,0.537012704161512,0.572561520033041,0.347419712093891,1,"grass","R"
130,-0.93805,11.662312,-1.44593045107637,0.896744570991928,-0.425972098613607,0.966901287719436,-0.526848632501924,-0.439686077747699,0.855539563217687,0.340220416147354,-3.0433531275994,1,"crop","R"
